arm,family,subgroup,level,image_scope,metric,horizon_days,n_patients,n_events,n_cases_by_horizon,n_controls_beyond_horizon,estimate,ci_lo,ci_hi,ci_width,wide_interval,suppressed,suppression_reason,note
m4_fusion,image_crop_method,Joint localization method,Center default only,all_crops,harrell_c,1825,724,104,104,159,0.78621,0.745437,0.824825,0.079388,False,False,,"BADLY IMBALANCED AND REPORTED AS SUCH: intensity_profile localization was used on 86 of 6,071 preprocessed images overall and on 17 of 1,216 test images (16 test patients under the all_crops scope). No partition of this family can put 50 events in the intensity_profile level, so its suppression is arithmetically forced rather than a shortfall of effort. Identical mask to image_crop_confidence. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_crop_method,Joint localization method,Any intensity profile,all_crops,auc,1825,16,2,2,2,,,,,False,True,protocol section 21: fewer than 50 events (2 in this level),"BADLY IMBALANCED AND REPORTED AS SUCH: intensity_profile localization was used on 86 of 6,071 preprocessed images overall and on 17 of 1,216 test images (16 test patients under the all_crops scope). No partition of this family can put 50 events in the intensity_profile level, so its suppression is arithmetically forced rather than a shortfall of effort. Identical mask to image_crop_confidence. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it"
m4_fusion,image_crop_method,Joint localization method,Any intensity profile,all_crops,harrell_c,1825,16,2,2,2,,,,,False,True,protocol section 21: fewer than 50 events (2 in this level),"BADLY IMBALANCED AND REPORTED AS SUCH: intensity_profile localization was used on 86 of 6,071 preprocessed images overall and on 17 of 1,216 test images (16 test patients under the all_crops scope). No partition of this family can put 50 events in the intensity_profile level, so its suppression is arithmetically forced rather than a shortfall of effort. Identical mask to image_crop_confidence. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_crop_method,Joint localization method,Center default only,frontal_only,auc,1825,722,104,104,155,0.847964,0.793259,0.897861,0.104603,False,False,,"BADLY IMBALANCED AND REPORTED AS SUCH: intensity_profile localization was used on 86 of 6,071 preprocessed images overall and on 17 of 1,216 test images (16 test patients under the all_crops scope). No partition of this family can put 50 events in the intensity_profile level, so its suppression is arithmetically forced rather than a shortfall of effort. Identical mask to image_crop_confidence. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | estimated on 104 case(s) with an event by 1825 d against 155 control(s) observed event-free beyond it"
m4_fusion,image_crop_method,Joint localization method,Center default only,frontal_only,harrell_c,1825,722,104,104,155,0.787944,0.747512,0.826318,0.078806,False,False,,"BADLY IMBALANCED AND REPORTED AS SUCH: intensity_profile localization was used on 86 of 6,071 preprocessed images overall and on 17 of 1,216 test images (16 test patients under the all_crops scope). No partition of this family can put 50 events in the intensity_profile level, so its suppression is arithmetically forced rather than a shortfall of effort. Identical mask to image_crop_confidence. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_crop_method,Joint localization method,Any intensity profile,frontal_only,auc,1825,12,2,2,2,,,,,False,True,protocol section 21: fewer than 50 events (2 in this level),"BADLY IMBALANCED AND REPORTED AS SUCH: intensity_profile localization was used on 86 of 6,071 preprocessed images overall and on 17 of 1,216 test images (16 test patients under the all_crops scope). No partition of this family can put 50 events in the intensity_profile level, so its suppression is arithmetically forced rather than a shortfall of effort. Identical mask to image_crop_confidence. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it"
m4_fusion,image_crop_method,Joint localization method,Any intensity profile,frontal_only,harrell_c,1825,12,2,2,2,,,,,False,True,protocol section 21: fewer than 50 events (2 in this level),"BADLY IMBALANCED AND REPORTED AS SUCH: intensity_profile localization was used on 86 of 6,071 preprocessed images overall and on 17 of 1,216 test images (16 test patients under the all_crops scope). No partition of this family can put 50 events in the intensity_profile level, so its suppression is arithmetically forced rather than a shortfall of effort. Identical mask to image_crop_confidence. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_inverted,Photometric inversion applied,No inversion,all_crops,auc,1825,592,90,90,98,0.804807,0.739953,0.871011,0.131058,False,False,,"inverted records that the preprocessing corrected a MONOCHROME1 presentation so bone reads bright. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | estimated on 90 case(s) with an event by 1825 d against 98 control(s) observed event-free beyond it"
m4_fusion,image_inverted,Photometric inversion applied,No inversion,all_crops,harrell_c,1825,592,90,90,98,0.780587,0.738874,0.820346,0.081471,False,False,,"inverted records that the preprocessing corrected a MONOCHROME1 presentation so bone reads bright. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_inverted,Photometric inversion applied,Inversion applied,all_crops,auc,1825,148,16,16,63,,,,,False,True,protocol section 21: fewer than 50 events (16 in this level),"inverted records that the preprocessing corrected a MONOCHROME1 presentation so bone reads bright. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it"
m4_fusion,image_inverted,Photometric inversion applied,Inversion applied,all_crops,harrell_c,1825,148,16,16,63,,,,,False,True,protocol section 21: fewer than 50 events (16 in this level),"inverted records that the preprocessing corrected a MONOCHROME1 presentation so bone reads bright. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_inverted,Photometric inversion applied,No inversion,frontal_only,auc,1825,588,90,90,96,0.811746,0.745963,0.877166,0.131203,False,False,,"inverted records that the preprocessing corrected a MONOCHROME1 presentation so bone reads bright. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | estimated on 90 case(s) with an event by 1825 d against 96 control(s) observed event-free beyond it"
m4_fusion,image_inverted,Photometric inversion applied,No inversion,frontal_only,harrell_c,1825,588,90,90,96,0.783005,0.742133,0.822619,0.080486,False,False,,"inverted records that the preprocessing corrected a MONOCHROME1 presentation so bone reads bright. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_inverted,Photometric inversion applied,Inversion applied,frontal_only,auc,1825,146,16,16,61,,,,,False,True,protocol section 21: fewer than 50 events (16 in this level),"inverted records that the preprocessing corrected a MONOCHROME1 presentation so bone reads bright. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it"
m4_fusion,image_inverted,Photometric inversion applied,Inversion applied,frontal_only,harrell_c,1825,146,16,16,61,,,,,False,True,protocol section 21: fewer than 50 events (16 in this level),"inverted records that the preprocessing corrected a MONOCHROME1 presentation so bone reads bright. Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_half_selected,Bilateral half selection,No half selection,all_crops,auc,1825,33,8,8,10,,,,,False,True,protocol section 21: fewer than 50 events (8 in this level),"half_selected records that a bilateral film was cut at a 2% midline inset to keep the contralateral knee only. It is 'none' only for films already showing one knee, which on the test split is 33 of 740 patients under the all_crops scope, so the unexposed level cannot reach the event floor. The half-select is driven by the model-inferred horizontal_flip annotation, which the protocol section 23(i) review has not yet validated (D22). Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it"
m4_fusion,image_half_selected,Bilateral half selection,No half selection,all_crops,harrell_c,1825,33,8,8,10,,,,,False,True,protocol section 21: fewer than 50 events (8 in this level),"half_selected records that a bilateral film was cut at a 2% midline inset to keep the contralateral knee only. It is 'none' only for films already showing one knee, which on the test split is 33 of 740 patients under the all_crops scope, so the unexposed level cannot reach the event floor. The half-select is driven by the model-inferred horizontal_flip annotation, which the protocol section 23(i) review has not yet validated (D22). Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_half_selected,Bilateral half selection,Half selection applied,all_crops,auc,1825,707,98,98,151,0.853107,0.798133,0.903558,0.105425,False,False,,"half_selected records that a bilateral film was cut at a 2% midline inset to keep the contralateral knee only. It is 'none' only for films already showing one knee, which on the test split is 33 of 740 patients under the all_crops scope, so the unexposed level cannot reach the event floor. The half-select is driven by the model-inferred horizontal_flip annotation, which the protocol section 23(i) review has not yet validated (D22). Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | estimated on 98 case(s) with an event by 1825 d against 151 control(s) observed event-free beyond it"
m4_fusion,image_half_selected,Bilateral half selection,Half selection applied,all_crops,harrell_c,1825,707,98,98,151,0.793787,0.750488,0.832681,0.082193,False,False,,"half_selected records that a bilateral film was cut at a 2% midline inset to keep the contralateral knee only. It is 'none' only for films already showing one knee, which on the test split is 33 of 740 patients under the all_crops scope, so the unexposed level cannot reach the event floor. The half-select is driven by the model-inferred horizontal_flip annotation, which the protocol section 23(i) review has not yet validated (D22). Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_half_selected,Bilateral half selection,No half selection,frontal_only,auc,1825,27,8,8,6,,,,,False,True,protocol section 21: fewer than 50 events (8 in this level),"half_selected records that a bilateral film was cut at a 2% midline inset to keep the contralateral knee only. It is 'none' only for films already showing one knee, which on the test split is 33 of 740 patients under the all_crops scope, so the unexposed level cannot reach the event floor. The half-select is driven by the model-inferred horizontal_flip annotation, which the protocol section 23(i) review has not yet validated (D22). Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it"
m4_fusion,image_half_selected,Bilateral half selection,No half selection,frontal_only,harrell_c,1825,27,8,8,6,,,,,False,True,protocol section 21: fewer than 50 events (8 in this level),"half_selected records that a bilateral film was cut at a 2% midline inset to keep the contralateral knee only. It is 'none' only for films already showing one knee, which on the test split is 33 of 740 patients under the all_crops scope, so the unexposed level cannot reach the event floor. The half-select is driven by the model-inferred horizontal_flip annotation, which the protocol section 23(i) review has not yet validated (D22). Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
m4_fusion,image_half_selected,Bilateral half selection,Half selection applied,frontal_only,auc,1825,707,98,98,151,0.853107,0.798133,0.903558,0.105425,False,False,,"half_selected records that a bilateral film was cut at a 2% midline inset to keep the contralateral knee only. It is 'none' only for films already showing one knee, which on the test split is 33 of 740 patients under the all_crops scope, so the unexposed level cannot reach the event floor. The half-select is driven by the model-inferred horizontal_flip annotation, which the protocol section 23(i) review has not yet validated (D22). Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | estimated on 98 case(s) with an event by 1825 d against 151 control(s) observed event-free beyond it"
m4_fusion,image_half_selected,Bilateral half selection,Half selection applied,frontal_only,harrell_c,1825,707,98,98,151,0.793787,0.750488,0.832681,0.082193,False,False,,"half_selected records that a bilateral film was cut at a 2% midline inset to keep the contralateral knee only. It is 'none' only for films already showing one knee, which on the test split is 33 of 740 patients under the all_crops scope, so the unexposed level cannot reach the event floor. The half-select is driven by the model-inferred horizontal_flip annotation, which the protocol section 23(i) review has not yet validated (D22). Post hoc under D35. | POST HOC EXPLORATORY (deviation D35): specified after the single permitted read of the sealed test split, not before it | Harrell C is horizon free; horizon_days carries the primary horizon only because the schema has one column for it, not as a claim"
